"UID","trait","value","timestamp","person","location","number"
"1_T1","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T2","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T3","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T4","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T5","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T6","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T7","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T8","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T9","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T10","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T11","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T12","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T13","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T14","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T15","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T16","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T17","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T18","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T19","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T20","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T21","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T22","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T23","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T24","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T25","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T26","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T27","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T28","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T29","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T30","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T31","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T32","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T33","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T34","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T35","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T36","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T37","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T38","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T39","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T40","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T41","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T42","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T43","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T44","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T45","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
